angle,CFx_Total,CFx_Alpha,CFx_Beta,CFx_p,CFx_q,CFx_r,CFx_Mach,CFx_U,CFy_Total,CFy_Alpha,CFy_Beta,CFy_p,CFy_q,CFy_r,CFy_Mach,CFy_U,CFz_Total,CFz_Alpha,CFz_Beta,CFz_p,CFz_q,CFz_r,CFz_Mach,CFz_U,CMx_Total,CMx_Alpha,CMx_Beta,CMx_p,CMx_q,CMx_r,CMx_Mach,CMx_U,CMy_Total,CMy_Alpha,CMy_Beta,CMy_p,CMy_q,CMy_r,CMy_Mach,CMy_U,CMz_Total,CMz_Alpha,CMz_Beta,CMz_p,CMz_q,CMz_r,CMz_Mach,CMz_U,CL_Total,CL_Alpha,CL_Beta,CL_p,CL_q,CL_r,CL_Mach,CL_U,CD_Total,CD_Alpha,CD_Beta,CD_p,CD_q,CD_r,CD_Mach,CD_U,CS_Total,CS_Alpha,CS_Beta,CS_p,CS_q,CS_r,CS_Mach,CS_U,CMl_Total,CMl_Alpha,CMl_Beta,CMl_p,CMl_q,CMl_r,CMl_Mach,CMl_U,CMm_Total,CMm_Alpha,CMm_Beta,CMm_p,CMm_q,CMm_r,CMm_Mach,CMm_U,CMn_Total,CMn_Alpha,CMn_Beta,CMn_p,CMn_q,CMn_r,CMn_Mach,CMn_U,SM,X_np
4.0,-0.0039,-0.2872,0.0,-0.0189,0.048,-0.0014,-0.003,-0.0024,0.0,0.0001,-0.0062,0.0751,0.0,-0.0079,0.0,0.0,0.2551,3.6477,-0.0063,0.013,3.0825,0.0379,0.0713,0.057,0.0,-0.0001,0.0504,0.277,-0.0002,-0.0972,0.0,0.0,0.0328,0.4575,-0.0001,-0.0019,-0.7704,-0.0007,0.0132,0.0106,0.0,0.0,-0.0007,0.0284,0.0,-0.0017,0.0,0.0,0.2548,3.6427,-0.0063,0.0143,3.0716,0.0379,0.0713,0.0571,0.0139,0.2865,-0.0004,-0.0179,0.263,0.0012,0.002,0.0016,0.0,0.0001,0.0077,0.0751,0.0,-0.0079,0.0,0.0,0.0,0.0001,-0.0504,-0.277,0.0002,0.0972,0.0,0.0,0.0328,0.4575,-0.0001,-0.0019,-0.7704,-0.0007,0.0132,0.0106,0.0,0.0,0.0007,-0.0284,0.0,0.0017,0.0,0.0,-0.1256,9.443
