Results_Name,VSPAERO_Wrapper
Results_Timestamp,1711417809
Results_Date,3,26,2024
Results_Time,2,50,9
Analysis_Duration_Sec,1.279899999999999949e+01
ResultsVec,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_History,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Load,VSPAERO_Comp_Load,VSPAERO_Stab,CpSlice_Wrapper
Results_Name,VSPAERO_History
Results_Timestamp,1711417808
Results_Date,3,26,2024
Results_Time,2,50,8
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,0.000000000000000000e+00
L/D,1.841073570368299883e+01,1.852453216450199847e+01,1.850042952204800173e+01,1.845913679771799920e+01,1.841236482216499937e+01
Mach,8.000000000000000444e-01,8.000000000000000444e-01,8.000000000000000444e-01,8.000000000000000444e-01,8.000000000000000444e-01
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3,4,5
Results_Name,VSPAERO_History
Results_Timestamp,1711417808
Results_Date,3,26,2024
Results_Time,2,50,8
Alpha,5.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00
AnalysisMethod,0
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,1.311944547399999939e-02,1.264501945899999986e-02,1.276733573499999955e-02,1.302384796799999946e-02,1.325781177400000080e-02
CDo,5.591691608999999931e-03,5.565469309000000038e-03,5.571377310999999811e-03,5.586575037000000160e-03,5.600656950999999967e-03
CDt,1.402120073400000069e-02,1.270343381600000029e-02,1.177529653100000025e-02,1.137910096799999923e-02,1.227883297299999996e-02
CDtot,1.871113708299999845e-02,1.821048876800000077e-02,1.833871304599999849e-02,1.861042300600000005e-02,1.885846872500000077e-02
CDtott,1.961289234299999976e-02,1.826890312499999947e-02,1.734667384099999876e-02,1.696567600499999939e-02,1.787948992399999992e-02
CFx,-8.954613432000000164e-03,-8.944401567000000164e-03,-8.949654293000000593e-03,-8.964684992000000047e-03,-8.960706714000000322e-03
CFxi,-1.456776872800000060e-02,-1.453113100899999961e-02,-1.454220985700000086e-02,-1.457247119400000013e-02,-1.458278145999999942e-02
CFxo,5.613155296000000433e-03,5.586729442000000316e-03,5.592555564000000271e-03,5.607786202000000081e-03,5.622074745999999963e-03
CFy,-2.706739999999999791e-07,2.682493999999999986e-06,-1.517135999999999987e-06,-2.370190000000000129e-07,-1.819769999999999890e-07
CFyi,-2.711119999999999993e-07,2.682786999999999815e-06,-1.517403999999999973e-06,-2.375819999999999896e-07,-1.818340000000000121e-07
CFyo,4.379999999999999867e-10,-2.930000000000000222e-10,2.680000000000000051e-10,5.620000000000000238e-10,-1.429999999999999973e-10
CFz,3.170379212789999901e-01,3.111769039189999919e-01,3.127081514410000040e-01,3.159974752859999736e-01,3.187980088210000118e-01
CFzi,3.170391138120000063e-01,3.111769147119999857e-01,3.127069684000000072e-01,3.159960048739999805e-01,3.187982853749999901e-01
CFzo,-1.192533000000000081e-06,-1.079299999999999944e-08,1.183041000000000012e-06,1.470412000000000051e-06,-2.765550000000000038e-07
CL,3.166119422570000119e-01,3.107723378139999881e-01,3.122982162829999742e-01,3.155763332700000090e-01,3.183658631979999765e-01
CLi,3.171023489709999810e-01,3.112592641199999899e-01,3.127844610769999756e-01,3.160636192240000031e-01,3.188561348010000018e-01
CLo,-4.904067139999999459e-04,-4.869263060000000171e-04,-4.862447940000000140e-04,-4.872859549999999863e-04,-4.902716029999999985e-04
CMx,3.776152000000000230e-05,1.770554000000000040e-06,1.678294600000000071e-05,-1.075024500000000061e-05,-1.642000599999999838e-05
CMxi,3.764252100000000165e-05,1.758283999999999944e-06,1.679907100000000049e-05,-1.074276199999999925e-05,-1.641794900000000153e-05
CMxo,1.189980000000000045e-07,1.227000000000000002e-08,-1.612500000000000046e-08,-7.483999999999999385e-09,-2.056999999999999824e-09
CMy,4.124521582799999669e-02,4.366397081500000138e-02,4.289077223999999966e-02,4.161199146600000343e-02,4.073487224499999781e-02
CMyi,4.124479562799999999e-02,4.366408817399999864e-02,4.289107531800000206e-02,4.161226069500000013e-02,4.073470922499999869e-02
CMyo,4.202000000000000172e-07,-1.173589999999999989e-07,-3.030779999999999826e-07,-2.692290000000000082e-07,1.630200000000000132e-07
CMz,-8.832360000000000085e-07,6.192159999999999512e-07,-4.702009999999999896e-07,9.877299999999999382e-08,2.739450000000000089e-07
CMzi,-7.032909999999999678e-07,6.132369999999999742e-07,-3.947839999999999966e-07,5.506200000000000032e-08,2.002379999999999961e-07
CMzo,-1.799449999999999877e-07,5.979000000000000136e-09,-7.541700000000000623e-08,4.371100000000000012e-08,7.370699999999999952e-08
CS,-2.706739999999999791e-07,2.682493999999999986e-06,-1.517135999999999987e-06,-2.370190000000000129e-07,-1.819769999999999890e-07
CSi,-2.711119999999999993e-07,2.682786999999999815e-06,-1.517403999999999973e-06,-2.375819999999999896e-07,-1.818340000000000121e-07
CSo,4.379999999999999867e-10,-2.930000000000000222e-10,2.680000000000000051e-10,5.620000000000000238e-10,-1.429999999999999973e-10
E,9.583029579120000419e-01,9.579535694509999644e-01,9.580969316080000242e-01,9.590231463430000103e-01,9.588200231760000136e-01
FC_AoA_,5.000000000000000000e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,3.287137599999999793e+01
FC_Cref_,1.479343599999999981e+01
FC_Mach_,8.000000000000000444e-01
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,9.076799217453446984e+07
FC_Rho_,3.639089999999999825e-01
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,4.244288920000000189e+02
FC_Vinf_,2.360544150000000059e+02
FC_Xcg_,1.130080000000000062e+01
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,0.000000000000000000e+00
L/D,1.694725165862899985e+01,1.709230697108500152e+01,1.705596572086999885e+01,1.698315073909000006e+01,1.690784864053599890e+01
Mach,8.000000000000000444e-01,8.000000000000000444e-01,8.000000000000000444e-01,8.000000000000000444e-01,8.000000000000000444e-01
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3,4,5
Results_Name,VSPAERO_History
Results_Timestamp,1711417808
Results_Date,3,26,2024
Results_Time,2,50,8
Alpha,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00
AnalysisMethod,0
Beta,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
CDi,8.439685533999999323e-03,8.112310061999999933e-03,8.191563150999999626e-03,8.339305506999999257e-03,8.473295139999999920e-03
CDo,5.374283088999999743e-03,5.356751489000000088e-03,5.360443474000000166e-03,5.369289575999999613e-03,5.377652059000000324e-03
CDt,8.937500909999999965e-03,8.103962269000000371e-03,7.587496992999999933e-03,7.340948958000000427e-03,7.818940890999999394e-03
CDtot,1.381396862299999993e-02,1.346906155100000002e-02,1.355200662399999936e-02,1.370859508299999974e-02,1.385094719899999938e-02
CDtott,1.431178399900000058e-02,1.346071375899999915e-02,1.294794046600000054e-02,1.271023853399999917e-02,1.319659295000000059e-02
CFx,-3.934636229999999985e-03,-3.937954989999999968e-03,-3.941069477999999994e-03,-3.949241049999999836e-03,-3.948097741000000313e-03
CFxi,-9.321159581000000582e-03,-9.306926715000000266e-03,-9.313702841999999330e-03,-9.330740174000000733e-03,-9.338058212000000663e-03
CFxo,5.386523350999999731e-03,5.368971725000000299e-03,5.372633364000000203e-03,5.381499124000000030e-03,5.389960471000000350e-03
CFy,-8.009008899999999734e-05,-8.394989799999999513e-05,-9.025059500000000593e-05,-1.060315309999999942e-04,-1.095491649999999956e-04
CFyi,1.420013899999999981e-05,9.964481999999999983e-06,3.672863999999999873e-06,-1.196757500000000036e-05,-1.529876199999999933e-05
CFyo,-9.429022699999999437e-05,-9.391437999999999512e-05,-9.392345899999999734e-05,-9.406395599999999892e-05,-9.425040300000000299e-05
CFz,2.543093938420000200e-01,2.494106899549999867e-01,2.506429000390000272e-01,2.530009395469999811e-01,2.550247212489999971e-01
CFzi,2.543086218730000181e-01,2.494101880440000030e-01,2.506418294500000199e-01,2.529998570029999838e-01,2.550247889050000216e-01
CFzo,7.719689999999999691e-07,5.019110000000000002e-07,1.070589000000000085e-06,1.082543999999999956e-06,-6.765599999999999384e-08
CL,2.539643752890000106e-01,2.490778359030000055e-01,2.503072616409999784e-01,2.526601271039999874e-01,2.546788992219999881e-01
CLi,2.543393500750000258e-01,2.494518557500000067e-01,2.506809696189999936e-01,2.530344415990000151e-01,2.550549513490000253e-01
CLo,-3.749747859999999814e-04,-3.740198469999999882e-04,-3.737079779999999732e-04,-3.743144950000000222e-04,-3.760521270000000181e-04
CMx,6.467765389999999628e-04,8.230624299999999638e-04,9.582548429999999560e-04,9.790601669999998962e-04,8.662989500000000450e-04
CMxi,6.464065050000000192e-04,8.229972350000000448e-04,9.582290820000000011e-04,9.791120550000000783e-04,8.663795269999999748e-04
CMxo,3.700339999999999900e-07,6.519499999999999583e-08,2.576199999999999934e-08,-5.188800000000000114e-08,-8.057699999999999420e-08
CMy,3.214635036599999829e-02,3.466905470000000017e-02,3.418696059000000259e-02,3.336454822999999903e-02,3.274849168200000271e-02
CMyi,3.214628942199999895e-02,3.466912884000000056e-02,3.418717353700000128e-02,3.336473255300000107e-02,3.274839958499999731e-02
CMyo,6.094300000000000513e-08,-7.414000000000000082e-08,-2.129470000000000076e-07,-1.843230000000000022e-07,9.209699999999999412e-08
CMz,-3.211376000000000049e-06,-5.434708000000000042e-06,-7.630476000000000226e-06,-1.174179600000000070e-05,-1.217746099999999986e-05
CMzi,3.593177999999999989e-06,2.023351000000000103e-06,4.672509999999999797e-07,-3.392838999999999958e-06,-4.215718999999999608e-06
CMzo,-6.804554000000000039e-06,-7.458060000000000385e-06,-8.097726999999999253e-06,-8.348957999999999288e-06,-7.961742000000000249e-06
CS,1.610214310000000011e-04,1.511406579999999928e-04,1.462868130000000058e-04,1.332367350000000002e-04,1.322033299999999904e-04
CSi,1.615175610000000000e-04,1.515668989999999910e-04,1.466576909999999922e-04,1.335937210000000123e-04,1.326008250000000079e-04
CSo,-4.961299999999999831e-07,-4.262410000000000115e-07,-3.708770000000000195e-07,-3.569869999999999924e-07,-3.974939999999999990e-07
E,9.583413752499999605e-01,9.590656268199999612e-01,9.591694489080000441e-01,9.599503753089999591e-01,9.599189672369999871e-01
FC_AoA_,4.000000000000000000e+00
FC_Beta_,1.000000000000000000e+00
FC_Bref_,3.287137599999999793e+01
FC_Cref_,1.479343599999999981e+01
FC_Mach_,8.000000000000000444e-01
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,9.076799217453446984e+07
FC_Rho_,3.639089999999999825e-01
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,4.244288920000000189e+02
FC_Vinf_,2.360544150000000059e+02
FC_Xcg_,1.130080000000000062e+01
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,0.000000000000000000e+00
L/D,1.841175096100700159e+01,1.852035903183099919e+01,1.849770123129700039e+01,1.845808706637999919e+01,1.841426060536900167e+01
Mach,8.000000000000000444e-01,8.000000000000000444e-01,8.000000000000000444e-01,8.000000000000000444e-01,8.000000000000000444e-01
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3,4,5
Results_Name,VSPAERO_History
Results_Timestamp,1711417808
Results_Date,3,26,2024
Results_Time,2,50,8
Alpha,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00
AnalysisMethod,0
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,7.161407168999999601e-03,6.730741095000000208e-03,6.848061124000000277e-03,7.029390582999999783e-03,7.190479098000000097e-03
CDo,5.415760539999999942e-03,5.392621236000000144e-03,5.399008404999999962e-03,5.410802101000000176e-03,5.421286743000000054e-03
CDt,1.079187860599999972e-02,9.490472300000000333e-03,8.716851096000000770e-03,8.388302539999999835e-03,9.138442780000000445e-03
CDtot,1.257716770899999954e-02,1.212336233100000035e-02,1.224706952899999937e-02,1.244019268500000039e-02,1.261176584099999928e-02
CDtott,1.620763914599999966e-02,1.488309353599999961e-02,1.411585950099999986e-02,1.379910464099999914e-02,1.455972952199999920e-02
CFx,-5.246853166000000311e-03,-5.249287965999999660e-03,-5.253909432999999754e-03,-5.264741237000000219e-03,-5.261558317000000415e-03
CFxi,-1.067581676699999940e-02,-1.065502412000000031e-02,-1.066600695499999966e-02,-1.068866513000000032e-02,-1.069609403899999915e-02
CFxo,5.428963600999999958e-03,5.405736153999999780e-03,5.412097521999999911e-03,5.423923893000000100e-03,5.434535721999999604e-03
CFy,5.192851733999999733e-03,5.222177726999999853e-03,5.249884893999999698e-03,5.248811873000000343e-03,5.224227435000000121e-03
CFyi,5.192888918999999902e-03,5.222409124999999840e-03,5.250202647999999833e-03,5.249169831000000293e-03,5.224703899000000124e-03
CFyo,-3.718399999999999733e-08,-2.313969999999999908e-07,-3.177540000000000010e-07,-3.579580000000000082e-07,-4.764640000000000239e-07
CFz,2.553345782670000119e-01,2.488638310240000040e-01,2.507033363989999986e-01,2.536267722159999960e-01,2.560408562500000040e-01
CFzi,2.553342683150000014e-01,2.488630686119999991e-01,2.507019819640000091e-01,2.536254732079999963e-01,2.560410099689999774e-01
CFzo,3.099519999999999951e-07,7.624109999999999837e-07,1.354435000000000018e-06,1.299007999999999981e-06,-1.537200000000000027e-07
CL,2.550785980429999822e-01,2.486237830570000029e-01,2.504591298669999744e-01,2.533761999299999901e-01,2.557841813469999837e-01
CLi,2.554569942029999985e-01,2.490001075949999920e-01,2.508353075699999990e-01,2.537532578910000058e-01,2.561634287410000099e-01
CLo,-3.783961599999999845e-04,-3.763245380000000023e-04,-3.761777030000000100e-04,-3.770579609999999871e-04,-3.792473939999999803e-04
CMx,1.888425128899999875e-02,1.872331133900000111e-02,1.888422293099999844e-02,1.912122032299999955e-02,1.927348672899999865e-02
CMxi,1.888395861099999989e-02,1.872323973000000058e-02,1.888405264100000147e-02,1.912109738200000117e-02,1.927361433399999921e-02
CMxo,2.926779999999999954e-07,7.161000000000000397e-08,1.702899999999999982e-07,1.229419999999999901e-07,-1.276050000000000101e-07
CMy,3.194745696000000218e-02,3.509786217299999678e-02,3.438853827800000124e-02,3.336437114500000189e-02,3.262064497000000118e-02
CMyi,3.194723376800000236e-02,3.509796361399999953e-02,3.438879117500000249e-02,3.336458677600000200e-02,3.262053317000000036e-02
CMyo,2.231920000000000043e-07,-1.014410000000000016e-07,-2.528970000000000179e-07,-2.156300000000000058e-07,1.117999999999999953e-07
CMz,1.974353082999999974e-03,1.978783173000000194e-03,1.983913560999999836e-03,1.982746325000000077e-03,1.973597518000000210e-03
CMzi,2.043599011000000066e-03,2.044754468000000054e-03,2.051117384000000071e-03,2.052248342999999937e-03,2.044967854000000022e-03
CMzo,-6.924592799999999707e-05,-6.597129399999999999e-05,-6.720382300000000487e-05,-6.950201699999999949e-05,-7.137033600000000188e-05
CS,5.192851733999999733e-03,5.222177726999999853e-03,5.249884893999999698e-03,5.248811873000000343e-03,5.224227435000000121e-03
CSi,5.192888918999999902e-03,5.222409124999999840e-03,5.250202647999999833e-03,5.249169831000000293e-03,5.224703899000000124e-03
CSo,-3.718399999999999733e-08,-2.313969999999999908e-07,-3.177540000000000010e-07,-3.579580000000000082e-07,-4.764640000000000239e-07
E,1.139348587383999911e+00,1.151742979170000014e+00,1.148759449101999897e+00,1.145315049981999955e+00,1.141026724675999970e+00
FC_AoA_,4.000000000000000000e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,3.287137599999999793e+01
FC_Cref_,1.479343599999999981e+01
FC_Mach_,8.000000000000000444e-01
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,9.076799217453446984e+07
FC_Rho_,3.639089999999999825e-01
FC_Roll__Rate,1.000000000000000000e+00
FC_Sref_,4.244288920000000189e+02
FC_Vinf_,2.360544150000000059e+02
FC_Xcg_,1.130080000000000062e+01
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,0.000000000000000000e+00
L/D,2.031117021812200107e+01,2.053886544032300066e+01,2.048125120632300167e+01,2.039785591094900141e+01,2.031146407088100148e+01
Mach,8.000000000000000444e-01,8.000000000000000444e-01,8.000000000000000444e-01,8.000000000000000444e-01,8.000000000000000444e-01
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3,4,5
Results_Name,VSPAERO_History
Results_Timestamp,1711417808
Results_Date,3,26,2024
Results_Time,2,50,8
Alpha,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00
AnalysisMethod,0
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,1.621475929999999926e-02,1.574571630099999911e-02,1.585920117000000004e-02,1.609125172499999840e-02,1.633318617700000100e-02
CDo,5.750110913000000372e-03,5.715798729999999918e-03,5.725987852000000156e-03,5.746340745999999576e-03,5.764615671000000198e-03
CDt,1.740296042799999859e-02,1.550126636900000035e-02,1.431066412500000065e-02,1.377556968599999952e-02,1.492283140200000024e-02
CDtot,2.196487021300000050e-02,2.146151502999999947e-02,2.158518902200000020e-02,2.183759247099999884e-02,2.209780184800000033e-02
CDtott,2.315307134099999983e-02,2.121706509899999940e-02,2.003665197700000081e-02,1.952191043200000170e-02,2.068744707299999958e-02
CFx,-2.420225461000000133e-03,-2.418491292000000178e-03,-2.448026921000000071e-03,-2.471895555999999942e-03,-2.443112209999999916e-03
CFxi,-8.184514282000000113e-03,-8.148246918000000283e-03,-8.187896409000000597e-03,-8.232145757999999314e-03,-8.221825707999999219e-03
CFxo,5.764288820999999979e-03,5.729755625999999671e-03,5.739869487999999659e-03,5.760250201999999806e-03,5.778713498000000170e-03
CFy,-1.965321000000000000e-06,2.916074000000000043e-06,-2.117275999999999801e-06,-2.149730000000000020e-07,-1.981319999999999904e-07
CFyi,-1.965686000000000122e-06,2.916467000000000092e-06,-2.117679999999999942e-06,-2.162650000000000112e-07,-1.979059999999999988e-07
CFyo,3.649999999999999803e-10,-3.929999999999999870e-10,4.040000000000000008e-10,1.290999999999999988e-09,-2.249999999999999985e-10
CFz,3.494901450419999889e-01,3.422494532400000011e-01,3.444447716940000070e-01,3.484044606780000164e-01,3.517230938240000215e-01
CFzi,3.494921002729999837e-01,3.422494460619999734e-01,3.444433324400000274e-01,3.484027085160000259e-01,3.517233973350000209e-01
CFzo,-1.955231000000000152e-06,7.177000000000000342e-09,1.439253999999999925e-06,1.752160999999999910e-06,-3.035110000000000236e-07
CL,3.488076310079999964e-01,3.415844561970000082e-01,3.437764872669999971e-01,3.477281956400000151e-01,3.510367369380000269e-01
CLi,3.492116779380000091e-01,3.419841365849999870e-01,3.441754445749999891e-01,3.481282624889999733e-01,3.514401423860000206e-01
CLo,-4.040469299999999977e-04,-3.996803879999999897e-04,-3.989573069999999885e-04,-4.000668489999999970e-04,-4.034054480000000167e-04
CMx,5.437382999999999979e-05,5.404006000000000010e-06,2.056069699999999963e-05,-1.315672999999999931e-05,-1.982466699999999984e-05
CMxi,5.428861300000000287e-05,5.389549999999999923e-06,2.058289100000000113e-05,-1.314819500000000024e-05,-1.982275200000000140e-05
CMxo,8.521700000000000134e-08,1.445600000000000054e-08,-2.219400000000000008e-08,-8.534999999999999995e-09,-1.915000000000000108e-09
CMy,9.360404531000000167e-03,1.229675678899999972e-02,1.119550157500000080e-02,9.656944560000000136e-03,8.611180322000000845e-03
CMyi,9.359883988999999349e-03,1.229691856600000077e-02,1.119586610000000010e-02,9.657261292999999580e-03,8.610994418999999914e-03
CMyo,5.205420000000000299e-07,-1.617770000000000066e-07,-3.645250000000000166e-07,-3.167329999999999815e-07,1.859019999999999927e-07
CMz,-4.634209999999999779e-07,1.164702999999999918e-06,-9.224889999999999696e-07,-1.113209999999999947e-07,2.143629999999999985e-07
CMzi,-1.822780000000000126e-07,1.173839999999999929e-06,-8.207399999999999761e-07,-1.708689999999999930e-07,1.160810000000000056e-07
CMzo,-2.811430000000000181e-07,-9.138000000000000498e-09,-1.017489999999999935e-07,5.954899999999999940e-08,9.828200000000000616e-08
CS,-1.965321000000000000e-06,2.916074000000000043e-06,-2.117275999999999801e-06,-2.149730000000000020e-07,-1.981319999999999904e-07
CSi,-1.965686000000000122e-06,2.916467000000000092e-06,-2.117679999999999942e-06,-2.162650000000000112e-07,-1.979059999999999988e-07
CSo,3.649999999999999803e-10,-3.929999999999999870e-10,4.040000000000000008e-10,1.290999999999999988e-09,-2.249999999999999985e-10
E,9.403432252969999849e-01,9.286859803239999600e-01,9.338945594619999513e-01,9.416903620680000531e-01,9.454775240510000511e-01
FC_AoA_,4.000000000000000000e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,3.287137599999999793e+01
FC_Cref_,1.479343599999999981e+01
FC_Mach_,8.000000000000000444e-01
FC_Pitch_Rate,1.000000000000000000e+00
FC_ReCref_,9.076799217453446984e+07
FC_Rho_,3.639089999999999825e-01
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,4.244288920000000189e+02
FC_Vinf_,2.360544150000000059e+02
FC_Xcg_,1.130080000000000062e+01
FC_Yaw___Rate,0.000000000000000000e+00
