144.96;138.95;133.65;129.01;125.01;121.6;118.75;116.44;114.62;113.27;112.38;111.9;111.81;112.08;112.67;113.53;114.63;115.9;117.29;118.75
137.7;132.03;127.03;122.66;118.89;115.69;113.02;110.85;109.16;107.91;107.06;106.62;106.56;106.85;107.46;108.34;109.46;110.76;112.2;113.71
130.72;125.36;120.65;116.53;112.98;109.98;107.48;105.46;103.88;102.72;101.94;101.54;101.49;101.79;102.4;103.28;104.4;105.73;107.2;108.76
123.99;118.94;114.49;110.62;107.29;104.47;102.13;100.24;98.779;97.704;96.995;96.637;96.607;96.896;97.496;98.372;99.49;100.81;102.29;103.88
117.51;112.75;108.56;104.92;101.79;99.151;96.97;95.21;93.849;92.857;92.216;91.904;91.904;92.191;92.767;93.621;94.718;96.023;97.496;99.092
111.27;106.79;102.86;99.436;96.502;94.029;91.99;90.349;89.087;88.178;87.598;87.335;87.359;87.66;88.218;89.033;90.097;91.374;92.827;94.413
105.28;101.06;97.367;94.156;91.407;89.095;87.188;85.663;84.493;83.659;83.142;82.917;82.974;83.285;83.838;84.619;85.638;86.874;88.292;89.856
99.522;95.56;92.088;89.078;86.504;84.342;82.564;81.144;80.064;79.301;78.838;78.653;78.732;79.06;79.612;80.378;81.347;82.529;83.9;85.425
93.999;90.278;87.02;84.199;81.79;79.77;78.112;76.795;75.798;75.1;74.688;74.539;74.644;74.979;75.532;76.285;77.226;78.347;79.66;81.136
88.704;85.212;82.16;79.519;77.269;75.382;73.838;72.613;71.691;71.056;70.689;70.575;70.699;71.043;71.593;72.335;73.252;74.335;75.578;76.991
83.623;80.352;77.494;75.025;72.924;71.167;69.731;68.598;67.751;67.171;66.844;66.757;66.896;67.248;67.795;68.523;69.42;70.469;71.663;73.002
78.754;75.69;73.017;70.711;68.752;67.116;65.784;64.739;63.961;63.438;63.152;63.091;63.244;63.592;64.134;64.848;65.722;66.743;67.897;69.175
74.106;71.239;68.74;66.585;64.755;63.23;61.995;61.031;60.319;59.848;59.602;59.569;59.735;60.087;60.614;61.309;62.16;63.15;64.268;65.5
69.713;67.027;64.675;62.648;60.946;59.529;58.381;57.487;56.828;56.401;56.19;56.18;56.36;56.716;57.236;57.912;58.731;59.689;60.771;61.961
65.638;63.127;60.928;59.025;57.397;56.031;54.922;54.101;53.503;53.116;52.927;52.927;53.118;53.475;53.988;54.648;55.444;56.365;57.404;58.553
61.754;59.408;57.356;55.579;54.059;52.787;51.743;50.918;50.313;49.969;49.813;49.832;50.02;50.362;50.868;51.511;52.283;53.175;54.176;55.276
58.052;55.863;53.949;52.291;50.877;49.69;48.72;47.953;47.381;46.993;46.825;46.865;47.061;47.405;47.887;48.499;49.247;50.109;51.074;52.133
54.533;52.491;50.706;49.161;47.843;46.739;45.837;45.125;44.597;44.239;44.047;44.019;44.224;44.568;45.042;45.635;46.344;47.165;48.095;49.114
51.184;49.282;47.62;46.182;44.956;43.93;43.091;42.431;41.942;41.614;41.439;41.413;41.524;41.848;42.313;42.893;43.579;44.364;45.24;46.216
47.999;46.229;44.682;43.345;42.206;41.254;40.475;39.867;39.414;39.112;38.956;38.936;39.047;39.283;39.698;40.262;40.927;41.685;42.529;43.451
44.973;43.327;41.889;40.648;39.589;38.706;37.986;37.422;37.007;36.73;36.59;36.577;36.686;36.912;37.251;37.742;38.386;39.118;39.931;40.817
42.101;40.572;39.237;38.085;37.103;36.284;35.618;35.097;34.715;34.463;34.338;34.329;34.437;34.655;34.976;35.398;35.954;36.659;37.441;38.293
39.376;37.957;36.72;35.651;34.742;33.984;33.368;32.886;32.534;32.306;32.194;32.192;32.299;32.506;32.812;33.211;33.699;34.309;35.059;35.876
36.419;35.108;33.964;32.977;32.137;31.437;30.868;30.424;30.1;29.888;29.785;29.786;29.886;30.078;30.362;30.734;31.187;31.75;32.446;33.202
33.683;32.473;31.416;30.504;29.728;29.081;28.556;28.146;27.846;27.653;27.559;27.559;27.652;27.832;28.096;28.44;28.86;29.383;30.028;30.729
31.155;30.036;29.059;28.216;27.499;26.901;26.417;26.038;25.763;25.584;25.498;25.499;25.586;25.753;25.998;26.317;26.707;27.192;27.79;28.44
28.816;27.781;26.879;26.1;25.438;24.886;24.438;24.089;23.835;23.67;23.591;23.593;23.674;23.83;24.057;24.353;24.714;25.165;25.719;26.322
26.654;25.697;24.863;24.143;23.532;23.022;22.608;22.285;22.051;21.899;21.827;21.829;21.905;22.05;22.261;22.536;22.872;23.289;23.803;24.362
24.653;23.77;22.999;22.334;21.769;21.298;20.916;20.619;20.402;20.262;20.195;20.198;20.269;20.404;20.599;20.854;21.166;21.553;22.029;22.548
134.81;128.93;123.69;119.06;115;111.5;108.51;106;103.95;102.32;101.08;100.17;99.556;99.215;99.114;99.24;99.578;100.12;100.86;101.77
128.13;122.58;117.63;113.27;109.46;106.18;103.39;101.07;99.189;97.717;96.601;95.81;95.306;95.05;95.018;95.189;95.552;96.096;96.817;97.712
121.69;116.44;111.78;107.67;104.09;101.02;98.414;96.264;94.54;93.201;92.209;91.527;91.123;90.955;90.994;91.219;91.614;92.171;92.882;93.744
115.48;110.54;106.14;102.27;98.915;96.031;93.601;91.607;90.018;88.799;87.912;87.329;87.01;86.925;87.037;87.321;87.758;88.335;89.047;89.888
109.53;104.86;100.72;97.085;93.928;91.222;88.949;87.098;85.633;84.513;83.718;83.219;82.979;82.963;83.145;83.491;83.974;84.582;85.303;86.135
103.81;99.415;95.517;92.1;89.13;86.592;84.468;82.744;81.382;80.355;79.641;79.209;79.033;79.081;79.321;79.724;80.258;80.902;81.642;82.475
98.332;94.192;90.531;87.32;84.532;82.152;80.165;78.552;77.278;76.329;75.685;75.311;75.185;75.282;75.572;76.02;76.605;77.29;78.058;78.9
93.071;89.179;85.739;82.725;80.115;77.891;76.037;74.523;73.333;72.453;71.86;71.532;71.447;71.579;71.905;72.395;73.015;73.742;74.543;75.404
88.03;84.371;81.141;78.314;75.871;73.792;72.062;70.652;69.544;68.724;68.174;67.88;67.823;67.982;68.331;68.847;69.5;70.256;71.093;71.979
83.196;79.76;76.731;74.086;71.801;69.859;68.244;66.932;65.903;65.143;64.634;64.365;64.325;64.498;64.862;65.391;66.061;66.842;67.704;68.619
78.559;75.336;72.499;70.022;67.887;66.076;64.573;63.354;62.403;61.701;61.234;60.99;60.96;61.136;61.501;62.035;62.71;63.504;64.384;65.322
74.113;71.092;68.434;66.118;64.125;62.439;61.04;59.911;59.033;58.39;57.968;57.755;57.735;57.904;58.261;58.786;59.458;60.25;61.139;62.09
