WARNING: 1 open meshes merged
     Merged: Wing
...Mass Properties...
1 Num Comps
1 Total Num Meshes
2040 Total Num Tris

7.770293795617494e+04             Total Mass
1.003594905185832e+01 -2.856787309976802e-17 -2.407059467819788e-02       Center of Gravity
1.799683180408568e+06 1.347594641229614e+06 3.075321166036843e+06       Ixx, Iyy, Izz
-2.190635614042878e+03 -4.074409848083266e+04 1.279855752726725e+03       Ixy, Ixz, Iyz
3.059170785676179e+02             Volume

Name	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
Wing	7.770293795617459e+04	1.003594905185867e+01	3.121065765329246e-15	-2.407059467819778e-02	1.799683180408570e+06	1.347594641229616e+06	3.075321166036851e+06	-2.190635614042891e+03	-4.074409848083266e+04	1.279855752726751e+03	3.059170785676143e+02
Name	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
Totals	7.770293795617494e+04	1.003594905185832e+01	-2.856787309976802e-17	-2.407059467819788e-02	1.799683180408568e+06	1.347594641229614e+06	3.075321166036843e+06	-2.190635614042878e+03	-4.074409848083266e+04	1.279855752726725e+03	3.059170785676179e+02

...Filling Mass Properties (Volume Only -- No Shell or Point Mass)...
20 Num Slice

Slice	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
6.130878388213825e+00	1.754751377100738e+04	4.597047464735340e+00	-3.868183217196246e-17	1.226047841829854e-01	6.097411912399048e+04	5.252361533270227e+04	9.166877430212610e+04	-4.434350143377011e+02	-1.534918338842629e+03	2.686200382235496e+02	6.908469988585595e+01
7.245583549707247e+00	2.424843308958581e+04	5.328955648335159e+00	-4.987206760462901e-16	9.167136040467581e-02	1.067834680652643e+05	9.276443723552147e+04	1.687378045645457e+05	-6.598231335854164e+02	-2.985709571062288e+03	3.822615539383748e+02	9.546627200624363e+01
8.360288711200671e+00	3.154185158786890e+04	6.029890422996997e+00	-2.646034012885608e-16	6.899519608438012e-02	1.689430234763192e+05	1.506328616230704e+05	2.798495336383501e+05	-9.098614419621044e+02	-4.666856615459233e+03	5.137592854619342e+02	1.241805180624763e+02
9.474993872694093e+00	3.910845956322877e+04	6.696440512914819e+00	1.572487138397563e-15	5.388171220475865e-02	2.490916330949063e+05	2.289935948132353e+05	4.304161725299035e+05	-1.154040454073450e+03	-6.323866062897279e+03	6.516811022176381e+02	1.539703132410585e+02
1.058969903418751e+01	4.668024045994486e+04	7.327947553300455e+00	2.355584026482674e-15	4.313916364483875e-02	3.506645544700413e+05	3.303574491927536e+05	6.268511215607800e+05	-1.404960140517006e+03	-7.974251831817430e+03	7.869449802242244e+02	1.837804742517520e+02
1.170440419568094e+01	5.394869020495566e+04	7.917582909515994e+00	2.706673554278012e-15	3.523481164335294e-02	4.763353581430211e+05	4.551483481098346e+05	8.724121560752968e+05	-1.634783267439966e+03	-9.602451594457014e+03	9.196098902458297e+02	2.123964181297473e+02
1.281910935717436e+01	6.058064898646645e+04	8.454168798099278e+00	3.100910007826802e-15	2.869520930567673e-02	6.259613521695613e+05	6.004722314393222e+05	1.163927686969753e+06	-1.830143398087362e+03	-1.134371364226668e+04	1.038670612802966e+03	2.385064920727031e+02
1.393381451866778e+01	6.621711080156919e+04	8.920601318189592e+00	2.911239564479872e-15	2.211220477633328e-02	7.940769173578081e+05	7.579334831506211e+05	1.487174541996127e+06	-1.982718081053928e+03	-1.353884249028645e+04	1.127848550732741e+03	2.606972866203517e+02
1.504851968016121e+01	7.055560401990033e+04	9.297409548027755e+00	3.258545026046292e-15	1.429152393845065e-02	9.727981411489178e+05	9.127529384808739e+05	1.819119755484048e+06	-2.087305483408348e+03	-1.671978271321783e+04	1.192629305749673e+03	2.777779685822854e+02
1.616322484165463e+01	7.360214244293494e+04	9.581599238751910e+00	3.346405439223807e-15	5.575357045160423e-03	1.159552443865086e+06	1.051845404198837e+06	2.143694228476403e+06	-2.152271721636570e+03	-2.094724600767219e+04	1.239183774460918e+03	2.897722143422641e+02
1.727793000314805e+01	7.557850396452511e+04	9.782856622562029e+00	3.252833766865663e-15	-3.650980471016185e-03	1.353917094036818e+06	1.166979223719422e+06	2.451959398349856e+06	-2.177102618577351e+03	-2.617623215215523e+04	1.264121021533169e+03	2.975531652146664e+02
1.839263516464148e+01	7.677911989245465e+04	9.917490065456994e+00	3.098458143030887e-15	-1.306248617372327e-02	1.553097613818876e+06	1.255567207366048e+06	2.738389318411493e+06	-2.186834601143653e+03	-3.230169527115726e+04	1.275259186543606e+03	3.022799995765936e+02
1.950734032613490e+01	7.742154178868528e+04	9.997063910755084e+00	3.135178538139144e-15	-2.053706011786898e-02	1.716846016022068e+06	1.314893436070915e+06	2.960324583601433e+06	-2.189591252892906e+03	-3.780596199607581e+04	1.278765152318044e+03	3.048092196404938e+02
2.062204548762832e+01	7.767453527870112e+04	1.003167050557850e+01	3.122908727031643e-15	-2.370833602105921e-02	1.790833268656619e+06	1.343669375140383e+06	3.062601820863045e+06	-2.190581090952232e+03	-4.041474160287735e+04	1.279853821079538e+03	3.058052570027609e+02
2.173675064912175e+01	7.770293795617498e+04	1.003594905185831e+01	3.125341724815305e-15	-2.407059467819787e-02	1.799683180408566e+06	1.347594641229613e+06	3.075321166036850e+06	-2.190635614043156e+03	-4.074409848083265e+04	1.279855752726738e+03	3.059170785676186e+02
