angle,CFx_Total,CFx_Alpha,CFx_Beta,CFx_p,CFx_q,CFx_r,CFx_Mach,CFx_U,CFy_Total,CFy_Alpha,CFy_Beta,CFy_p,CFy_q,CFy_r,CFy_Mach,CFy_U,CFz_Total,CFz_Alpha,CFz_Beta,CFz_p,CFz_q,CFz_r,CFz_Mach,CFz_U,CMx_Total,CMx_Alpha,CMx_Beta,CMx_p,CMx_q,CMx_r,CMx_Mach,CMx_U,CMy_Total,CMy_Alpha,CMy_Beta,CMy_p,CMy_q,CMy_r,CMy_Mach,CMy_U,CMz_Total,CMz_Alpha,CMz_Beta,CMz_p,CMz_q,CMz_r,CMz_Mach,CMz_U,CL_Total,CL_Alpha,CL_Beta,CL_p,CL_q,CL_r,CL_Mach,CL_U,CD_Total,CD_Alpha,CD_Beta,CD_p,CD_q,CD_r,CD_Mach,CD_U,CS_Total,CS_Alpha,CS_Beta,CS_p,CS_q,CS_r,CS_Mach,CS_U,CMl_Total,CMl_Alpha,CMl_Beta,CMl_p,CMl_q,CMl_r,CMl_Mach,CMl_U,CMm_Total,CMm_Alpha,CMm_Beta,CMm_p,CMm_q,CMm_r,CMm_Mach,CMm_U,CMn_Total,CMn_Alpha,CMn_Beta,CMn_p,CMn_q,CMn_r,CMn_Mach,CMn_U,SM,X_np
4.0,-0.0088,-0.4393,0.0,-0.0353,-0.3611,-0.0014,-0.0059,-0.0047,0.0,0.0,-0.0257,0.2312,0.0,-0.0391,0.0,0.0,0.3145,4.3658,-0.0159,0.0153,5.2702,0.0505,0.0897,0.0718,0.0,-0.0001,0.0027,0.392,0.0,-0.1252,0.0,0.0,-0.109,-0.7736,0.007,-0.0067,-2.3897,-0.0404,-0.0257,-0.0206,0.0,0.0,-0.0079,0.0776,0.0,-0.0084,0.0,0.0,0.3143,4.3716,-0.0159,0.0177,5.2825,0.0504,0.0899,0.0719,0.0131,0.257,-0.0007,-0.0341,0.0074,0.0021,0.0003,0.0003,0.0,0.0,-0.0126,0.2312,0.0,-0.0391,0.0,0.0,0.0,0.0001,-0.0027,-0.392,0.0,0.1252,0.0,0.0,-0.109,-0.7736,0.007,-0.0067,-2.3897,-0.0404,-0.0257,-0.0206,0.0,0.0,0.0079,-0.0776,0.0,0.0084,0.0,0.0,0.177,11.7498
